Instance_ID,Location,Text
470,Brisbane,"good,morn,brisban,sunris,06,00,noon,11,51,sunset,17,41,best,etc,10,april,6,day,length,116,420"
471,Sydney,"men,q3,polo,sa,oval,4,warren,snyder"
472,Sydney,"if,oil,gas,well,india,could,approach,nigeria,angola,sudan,republ"
473,Perth,"rio,copper,find,wa,look,like,km,monster,say,fizzi,junior,stuff,pocket,risk,appetit"
474,Perth,"sarah,olli,dress,whale,sit,next,dermott,dress,drogo,sarah,clear,haunt,watch,game,throne,afleaglesfreo"
475,Sydney,""
476,Perth,"expect,less,prepar,judg,less,respect,complain,less,thank,regret,less,smile"
477,Brisbane,"i,468,year,anoth,pay,cut,i,toast"
478,Melbourne,"when,launch,documentari,an,inconveni,truth,much,media,mind"
479,Perth,"note,agre,new,favourit,seri,netflix"
480,Perth,"tonight,dinner,minim,convers,mother,wish,analys,video,orchestra,p"
481,Melbourne,"sometim,labor,think,tax,sometim"
482,Perth,"bulk,atalanta,mage,keep,move,2019"
483,Melbourne,"fun,melbourn,luna,park,melbourn"
484,Brisbane,"clear,hear,dribbl"
485,Sydney,"tunnel,vision,jonesphoto,trolleyporn,casual,communiti,centr"
486,Brisbane,"kim,lampoon"
487,Brisbane,"no,question,allow,paulin,hanson,lot,media,tick"
488,Melbourne,"dorset,rd,bosnia,traffic,alert,left,lane,close,northbound,sutton,road,hazelwood,victraff"
489,Sydney,"agre,despit,name,often,co,design,research,activ,necessarili,mea"
490,Sydney,"thank,strong,support,begin"
491,Sydney,"climatelaunchpad,global,competit,turn,green,idea,success,busi"
492,Perth,"lemmi"
493,Perth,"btsloveyorselfinbkk"
494,Brisbane,"whi,australian,media,organis,support,protect,talent,bulli"
495,Sydney,"6"
496,Brisbane,"i,wish,twitter"
497,Sydney,"cockatoo,island,unesco,world,heritag,list,island,middl,sydney,harbour,the,island,oper"
498,Perth,"au,must,got,good"
499,Brisbane,"todor,en,costa,rica,de,vaccin,por,samana,santa,abu,las,universiad,sigu,dando,case,incluyendo,jeev"
500,Sydney,"tough,live,littl,dog"
501,Melbourne,"stain,vote,public,speak,competit,it,integr,trust,u,dont"
502,Perth,"fuck,rest,peac,man,dude,huge,inspir,entrepreneur,also,bump"
503,Brisbane,"if,labor,scrap,deduct,account,fee,may,need,increas,social,secur,budget,vote"
504,Melbourne,"german,could,pleas,dm,would,like,info,pleas"
505,Brisbane,"idealpremierleagu,i,happi"
506,Brisbane,"brisban,tonight,mount,coot,tha,aircraft,track,brisban,airport,land,brisban"
507,Brisbane,"must,watch"
508,Sydney,"up,0400,time,to,save,the,world,riseandshin,welcom,day,931,oper,savetheworld,general"
509,Perth,"imposs,describ,non,exist,except,concept,yet,i,creat,relat,express,communic"
510,Melbourne,"so,told,would,one,tutori,origin"
511,Brisbane,"yo,contig,tango,male,intent"
512,Melbourne,"score,500070,goal,ourvictori,pervmvc"
513,Perth,"not,fan,k,pop,pero,music,enthusiast,admit,black,love,lisa,lol,chang"
514,Sydney,"nd,f,ld,exact,i,thought"
515,Sydney,"make,hay,whilst,sun,shine"
516,Perth,"ouch,sound,like,cop,tough,break,top,25,excel"
517,Sydney,"pleas"
518,Brisbane,"i,work,expert,system,replac,classroom,ai"
519,Melbourne,""
520,Perth,"gaff,int,smartest,cooki,pack,afleaglesfreo"
521,Sydney,"thursday,night,match,certain,schedul,attend,mind"
522,Melbourne,"inde,not,liter,cours,hella,lotta,empti,goin,jus"
523,Brisbane,"i,teach,happi,i,realli,wasnt,gratitud,surviv,strategi,a,last,gasp,we,dont,g"
524,Brisbane,""
525,Sydney,"drink,shoosmith,ipa,the,frozen,cave"
526,Brisbane,"zaidi,agre"
527,Perth,"im,sure,hes,proud,x"
528,Perth,""
529,Perth,"perfect,weather,affogato,date,doubl,espresso,relat,vanilla,roast,italian,hazelnut,whisk,cr"
530,Melbourne,"would,welcom,next,week"
531,Sydney,"good,boy"
532,Melbourne,"greatest,weather,forecast,devic,ever"
533,Perth,"he,would,win,ball,also,given,ball,would,thing,get,place,one,els"
534,Brisbane,"mohebbi,omg,hour,life,i,spent,worri,i,forc,cabl,wrong,way,i,need"
535,Sydney,"14,2,19,happi,valentin,day,happyvalentinesday,happyvday,valentinesday,day,self"
536,Perth,"remind,someth,often,forget,peopl,understand,thing,level,percept,pe"
537,Perth,"so,wife,told,new,trend,coupl,celebr,1,year,wed,anniversari,big,parti,mmmm,w"
538,Sydney,"space,junk,readi,gratz,i,updat,lookiezz,pleas,moscow,mo,concur"
539,Melbourne,"omal,omal,what,ugli,heart,must,suck"
540,Melbourne,"dig,disney,look,disneyplus"
541,Sydney,"esso,era,bueno,malo"
542,Melbourne,"the,ironi,it,burn"
543,Sydney,"meant,take,12,pm,it,2,pm,were,plane,but,stuck,tarmac,due,jester,plane,h"
544,Brisbane,"paul,murray,far,morrison,ars,appear,murray,show"
545,Perth,"it,work,well,far,dont,see,poor,peopl"
546,Melbourne,"magnific,magnific,enjoy,friend,well,deserv"
547,Brisbane,"veri,cool,run,solo,find,sport,web,side,interest,simpli,demand,g"
548,Brisbane,"hello,burpengari,queensland"
549,Sydney,"but,someon,mean,whole,world,mani,other,pleas,dont,go"
550,Melbourne,"what,earth,wrong,today,skye"
551,Brisbane,"a,pasa,muy,segundo,da,mucha,rabia"
552,Melbourne,"he,lie,much,come,reason,he,lie,tourett"
553,Sydney,"mmmm,the,juri,one"
554,Brisbane,"morrison,care,climat,chang,think,god,save,children,planet"
555,Perth,""
556,Brisbane,"but,i,get,bro,dress,drag"
557,Perth,"a,church,sever,power,pole,fenc,damag,fire,lit,perth,hill,afternoon"
558,Melbourne,"du,this,poor,word,full,type,i,feel,bad"
559,Melbourne,"paid,decor,neb,wyeth,na,chi,bandwagon,dioica,fi,sweden,introduc,chi,carmen"
560,Melbourne,"mass,when,human,lose,way,mama,jule,rais,toast,love,amp,digniti,cheer"
561,Melbourne,"well,least,audienc,die,laugh"
562,Perth,"i,know,i"
563,Perth,"again,cannon,help,notic,potenti,languag,numeraci,bidirect,relationship,breakdown"
564,Brisbane,"if,need,one,line,solv,problem,agent,use,right,languag,coughperlcough"
565,Perth,"follow,vine,zzzigarrr"
566,Perth,"ooh,gameplay,entertain,aflpiesdog"
567,Perth,"relat"
568,Perth,"i,like,penguin"
569,Melbourne,"no,one,understand,feel,well,dont,worri,allah"
570,Brisbane,""
571,Sydney,""
572,Perth,"go,long,interest,trip,monday,rout,perth,mount,gambler,st,australia,unload,reload,head"
573,Melbourne,"excusemegentlemen"
574,Brisbane,"caus,darl,im,nightmar,dress,like,daydream"
575,Brisbane,"mark,they,instruct,laser,head,would,complet,wast,time"
576,Perth,"april,fool"
577,Sydney,"expand,nil,touch,premiership,readi,year,two,via"
578,Brisbane,"dino,kenya"
579,Sydney,"ya,gotta,ear,i,italianzztalk,notr,dam,eh,graviti,level,graviti,shell,blok"
580,Sydney,"a,mere,pittanc,185,000,000,could,help,take,dis,newstat,public,stunt"
581,Perth,"kenni,reckon,newspol,given,lip,lift"
582,Perth,""
583,Sydney,"5,the,centr,translat,data,scienc,lead,institut,simpl,centr,research,institut"
584,Sydney,"at,least,actual,gym,i,cant,find,motiv,even,go,instead,ive,lay,bed,day"
585,Melbourne,"gee,rear,pillar,new,mazda,3,look,like,rob,lot,rear,vision"
586,Sydney,"west,side,stori,perfect,sunday,even,familyout,hand,opera,sydney,harbour"
587,Perth,"seen,you,shot,quick,weetabix"
588,Sydney,"what,type,book,would,interest,i,come,citi"
589,Brisbane,"hey,consid,kamara,new,name"
590,Sydney,"i,march,stereotyp"
591,Sydney,"crowdfund,kick-start,syndic,differ,i,talk,compani,gi"
592,Perth,"heroin,msg,test"
593,Brisbane,"littleproudmp,is,though,is,human"
594,Sydney,"bog,menem,de,q,forma,eu,rico,felix,por,vc,ter,realiz,um,soho,e,memo,ingrat,de,real"
595,Sydney,"mid,life,re,set,mid,life,recombobul"
596,Brisbane,"what,tom,gleeson,hard,chat,he,might,slip,radar,win,logi"
597,Sydney,"this,autocu,dust,apologia,much,liam"
598,Brisbane,"neuropsych,thank,neuropsych,so,mani,possibl,neuropsych,intervent,neuropsych,involv"
599,Sydney,"atlanta,play,deco,make,care,team,oop"
600,Melbourne,"i,one,night,kinda,pinch,i,talk,i,dont,wann"
601,Melbourne,"wow"
602,Perth,"wall,follow,lead,action,champion,justicereinvest,onli"
603,Melbourne,"happi,thank,kirsti"
604,Melbourne,"is,end,labor,wast,money,sure,illeg"
605,Perth,"thank,share"
606,Melbourne,"bakewel,yay,so,excit,see"
607,Brisbane,""
608,Sydney,"yuk,yuk"
609,Sydney,"it,taken,two,long,day,mani,km,walk,lot,patch,multipl,build,2,n"
610,Brisbane,"is,late,start,gameofthron,hermion,mum,harri,potter,less,random,jeffrey,th"
611,Brisbane,"they,kill,human,rare,leap,strike,huge,sharp,claw,true,stori,backpack"
612,Brisbane,"i,love,get,thing,appleshar,appl,noth,gentech,appl,martindal"
613,Melbourne,"brundl,done"
614,Perth,"holli,i,great,convers,peacetim"
615,Perth,""
616,Sydney,"i,talk,right"
617,Melbourne,"wish,sikh,communiti,happi,prosper,vaisakhi,vaisakhi,2019"
618,Perth,""
619,Melbourne,"wolf,so,i,no,fighter,yet,no,one,draft,amp,go,no,time,wast,stuf,around"
620,Brisbane,"i,cant,wait,come,back,love,queen"
621,Perth,""
622,Melbourne,"troll,lawyer,202,exact,think"
623,Perth,"they,get,ask,boo,player,got,jaw,broken,wwf"
624,Brisbane,"it,first,knife,scissor,sharpen,day,year,thepaperempir,new,farm,this,saturn"
625,Brisbane,"taken,context,hey,watch,part,two,howtosellamasacr"
626,Sydney,"go,crispi,creme"
627,Sydney,"pkk"
628,Sydney,"lira,do,it,yourself,via"
629,Perth,"godot"
630,Perth,"mp,unless,think,scienc,bunk"
631,Perth,"have,ever,role,like,senior,field,servic,engin,what,like,job,customerservic,jandakot,wa"
632,Melbourne,"love,ur,work,damon,good,luck,next,chapter,life,journey"
633,Melbourne,"au,not,sure,good"
634,Perth,"data,ko,na,compani,blue,din,gait,name,sigurd,nga,rise,klass,lang"
635,Melbourne,"abu,lingual,nunjukin,sms,dan,lans,mask,aphasia,gas,10,merit,utah,lans,nobl,karen"
636,Sydney,"final,got,tick,bucket,list,palm,beach,new,south,wale,australia"
637,Perth,"miss,mate,great,news,enjoy,ill,hope,next,year,hope,catch,xx"
638,Brisbane,"sursumpixtura,last,word,i,die,yet,i,still,need,final,moment"
639,Perth,"smiley,was,run,around,beforehand"
640,Perth,"fortun,game"
641,Sydney,"yeah,fuck,swept,rug,sus,reckon,cover"
642,Melbourne,"well,done"
643,Sydney,"hold,awnnnnn,dint,realis,new,sabrina"
644,Perth,"a,bad,day,aviyemini,neilerikson,good,day,australia"
645,Melbourne,"wait,im,confus,abc,left,right"
646,Brisbane,"my,grandson,liam,play,littl,ditti,call,morrison,day,almost,gone,auspex"
647,Perth,"muslim,get"
648,Melbourne,""
649,Sydney,""
650,Brisbane,"along,ive,1003,product,i,age,donat,4,huge,bag,cloth,sh"
651,Perth,"yeh,mate,gone,last,night"
652,Perth,"who,care,budget,2019"
653,Melbourne,"it,nice,see,one,favourit,movi,brought,life,absolut,ador,murielsweddingthemus,natal"
654,Melbourne,"dr,maxwel,practic,medicin,40,year,she,enjoy,area,medicin,includ,paediatr"
655,Sydney,"my,sweetest,love,close,eye,kiss,stare,mine,hang,much,stare,you,get,shi,ok"
656,Melbourne,"with,irrit,bunch,peopl,it,need,huge,energi,pic,credit,war,ko,say,adhikari,say"
657,Sydney,"lol,eat,shit"
658,Melbourne,"i,amaz,read,thread,howev,life,experi,limit,understand,e"
659,Perth,"oop,i,tire,need,go,bed,lol,the,respons,link,andrea,ocelli,sing,assisi"
660,Perth,"who,think,i"
661,Perth,"5,goal,zip,down,26,end,first,plc,con,free"
662,Sydney,"im,rudebitch"
663,Brisbane,"here,rent,yield,march,2019,note,first,quarter,year,season,strong"
664,Perth,"aha,touch"
665,Brisbane,"autumn,clean,start,49,hurri,choos,bond,hire,best,bond,cleaner,brisban"
666,Melbourne,"1,speed,lot,archon,sc,r"
667,Perth,"qualiti,edinburgh,derbi,hib"
668,Sydney,"consid,last,night,surpris,the,chines,economi,explod,back,espionag,fe"
669,Melbourne,"michael,instant,classic,reckon,pretti,pump,host,event,peggi,frew"
670,Perth,"my,emot,support,beverag,choic,morn,taif,butfirstcoffe,elexiroflif"
671,Sydney,"reddi,roo,excus,i,manner,need,silver,servic,turk,key,tabl,slip,around,greec,rest,etc,kgb,red,roo,pugin"
672,Melbourne,"if,tax,get,refund,also,tax,assess"
673,Brisbane,"look,make,point"
674,Brisbane,"good,piec,jame"
675,Perth,"jaysus"
676,Perth,"light,lunch"
677,Brisbane,"sunderland"
678,Brisbane,"look,someth,eat,hyperbol,forecourt,loganholm,old"
679,Sydney,"ill,back,us,next,week,ill,pick,book,ensur"
680,Sydney,""
681,Perth,"hes,dope,i,watch,score,goal"
682,Melbourne,"congrat"
683,Perth,"i,come,home,anzac,eve,3,day,golf,that,4,day,mental,break,work"
684,Sydney,"jajajajaja"
685,Brisbane,""
686,Sydney,"my,boyfriend,i,went,home,hous,forgot,car,mine,hes,fri"
687,Brisbane,"now,i,dont,feel,bad"
688,Melbourne,"best,thing,base,australian,put,two,april,st,lame,fake,news,day"
689,Perth,""
690,Sydney,"how,teen,mcqueen,work,guy"
691,Sydney,""
692,Melbourne,"gamesofthron,happen,amp,im,work,home"
693,Sydney,"that,better,rugbi,2,tri,quick,success,redvsto"
694,Brisbane,"what,happen,slogan,ach,din,anna,valley,hain,never,heard"
695,Melbourne,"lurcher,when,mark,hail,say,fund"
696,Melbourne,"hopscotch,old,tradit,game,still,bring,load,fun,laughter,playground,the,hopscotch"
697,Perth,"hey,made,back,motel,lol,i,two,piss,lol,hand,flower,two,women,i"
698,Brisbane,""
699,Perth,"well,either,danc,show"
700,Melbourne,"on,theprojecttv,mention,went,israel,palestin,met,isra,man"
701,Sydney,""
702,Brisbane,"either,way,better,stop,talk,shit"
703,Brisbane,""
704,Melbourne,"part,normal,australian,coalit,govern"
705,Perth,"best,place,earth,heaven,westisbest"
706,Perth,""
707,Perth,"ah,hello,we,number,number,play,key,back"
708,Sydney,"question,is,anyon,outsid,australia,like,vegemit,australia,vegemit"
709,Melbourne,"thank,march,you,beauti,uni,life,student,mentor,rush,volunt,lab,med,consult,committe,mem"
710,Sydney,"i,love,watch,old,footag,dragon,nrlknightsdragon"
711,Perth,"watch,film,brought,back,mani,memori,live,apartheid,i,love,zola,i,love,bruce,fordyc"
712,Brisbane,"protest,man,man"
713,Melbourne,""
714,Perth,"laurenceson,i,think,lot,intern,parti,tension,parti,may,well,surfac,elect"
715,Perth,"yr,7,girl,winner,etc,today,great,game,team,shinethroughdiscoveri"
716,Melbourne,"brilliant,tribut,difficult,complex,amaz,women,themagician,thrill,see,one,sweet"
717,Melbourne,"wow,life,it,never,fail,surpris,put,us,situat,make,choic,everi,singl,f"
718,Brisbane,"superfutsalhq,draft,final,brisban,queensland,australia"
719,Sydney,"thank"
720,Melbourne,"wow,it,gone"
721,Perth,"bestnya,jade,stewardess"
722,Melbourne,"is,hail,hydra,drink,game,there"
723,Melbourne,"hot,cross,run,sunday,morn,bpbunwatch,borderlin,808,need,butter,x,burch,amp,purchas"
724,Perth,"musket"
725,Sydney,"mark,harmon"
726,Brisbane,"how,mani,baron,corbin,shirt,sold,weekend"
727,Melbourne,""
728,Brisbane,"nrlsharksroost,wow,i,actual,got,right"
729,Perth,"arakan,packet,provid,denman,targa,18086,denman,grati,nelson,dan,sms,plus,data,kgb,serial,ulan,termasuk,mural"
730,Brisbane,""
731,Brisbane,"if,anyon,nt,like,polit,satir,right,cours,dont,complain,ab"
732,Brisbane,""
733,Brisbane,"i,scarf,nose,3,quarter"
734,Melbourne,"fuck,yeah,make,victori,scotch,congratul,team,lt,3,criticalrol"
735,Sydney,"conundrum,the,middl,east,liabil,everybodi,not,ksa,even,iran,syria,liabl"
736,Perth,"report,polic"
737,Brisbane,"phone,froze,happen"
738,Melbourne,"this,brilliant,not,see,gazza,run,also,control,demon,live,life"
739,Brisbane,"all,great,sound,sport,i,dont,level"
740,Sydney,"whi,fli,direct,connect"
741,Melbourne,"labor,keep,give,away,40,billion,rank,credit"
742,Perth,"so,funni"
743,Brisbane,"he,think,hes,jack,shit"
744,Sydney,"i,surpris,campaign,built,hype,would,good,logo"
745,Brisbane,"thank,u,man,uganda,kadi,2,na,tito,hahahah,ma"
746,Perth,"no,see,probabl,feel,guilti,that,escap,claus,use,climatechang"
747,Brisbane,"littleproudmp,terrorist,organis"
748,Melbourne,"did,you,love,it,i,love,it,so,much"
749,Melbourne,"happi,birthday,giraff,boyyyyyi,i,love,xx"
750,Sydney,"drool"
751,Sydney,"dia,polic,faz,esso,plea,get"
752,Sydney,"hello,sin,thank,much,interest,comment,consider,take,global,actio"
753,Sydney,""
754,Sydney,"let,go,get,away,text,04210482,91"
755,Melbourne,"news,crime,sewag,etern,enlighten,better,futur,christ,freedom,love,eternallov,right,real"
756,Sydney,"yeah,back,day,lol,i,love,all,that,amp,random,show,cato,sahara"
757,Sydney,"insan"
758,Melbourne,"yeah,i,know,i,coupl,i,realli,want,red,one,lol"
759,Melbourne,"nice,stori,recent,well,gold,certif,sydney,farewel,well"
760,Perth,"ive,decid,chang,user,name,i,kinda,miss,number,name,doull,miss"
761,Sydney,"sky,im,exhaust,im,go,bed"
762,Brisbane,"ah"
763,Brisbane,"when,job,chutiyapa"
764,Perth,"lol"
765,Sydney,"inc,fauna,cava,notari,solo"
766,Sydney,"the,mother,repres,pop,industri,there,bts,father,pave,way,bts,two"
767,Brisbane,"group,answer,all,problem"
768,Perth,"good,sensibl,approach"
769,Melbourne,"global,stride,visit"
770,Sydney,"ya,vista,el,nuevo,video,les,el,ant,jesus,de,mi,deni,con,lo"
771,Sydney,"join,public,hous,own,gov,manag,gov,like,hous"
772,Melbourne,"thank,dawg"
773,Brisbane,"liar,liar,liar"
774,Perth,"i,forgotten,ok,hey,ok,babe,i,hope,enjoy,new"
775,Melbourne,"though,im,sucker,gorgeous,landscap,im,equal,obsess,architectur,so,cours,melbourn"
776,Perth,"cool,can,give,quot,i,need,work,done,one,hous,lol,mate,rate"
777,Melbourne,"it,said,softwar,eat,world,sure,lick,plate,global"
778,Sydney,"sure,teen,mcqueen,inspir"
779,Melbourne,"april,upon,us,need,bit,refresh,top,sustain,fashion,news,you,need,know,rig"
780,Melbourne,"it,mani,us,want,nation,sad,becom,fakesurplus"
781,Brisbane,"the,narrat,follow"
782,Melbourne,"west,gate,fli,m1,brooklyn,lane,close,inbound,left,lane,close,inbound,prior,miller,road,victraff"
783,Perth,"we,could,dream,less,crowd,integr,secondari,curriculum,great,idea"
784,Melbourne,"i,would,slid,dms,like,snake,mission,i,known"
785,Sydney,"even,one,yes,one,hour,count,employ,go,figur"
786,Perth,"with,media,focus,negat,domin,key,time,celebr,posit,vibe,cherish"
787,Brisbane,"the,mikrokosmo,piec,music,compos,6,part"
788,Melbourne,"live,near,windmil"
789,Sydney,"dw,fli,edward,wing,nrlpantherstig"
790,Brisbane,"sunni,coaster,real,crack,coast"
791,Melbourne,""
792,Perth,"it,find,calm,chao,donna,karan,swan,river,perth,wa,video,video,river,water"
793,Brisbane,"least,tri,hold,onto,ball,second,half,yeah,nrlroostersbronco,nil,bronxnat"
794,Sydney,""
795,Melbourne,"how,play,today,paul"
796,Brisbane,"digit,breakfast,matter,solut,grab,bite,us,learn,make,digit,strategi,ask"
797,Brisbane,"get,clean,stay,clean,avail,best,deal,carpet,steam,clean,just,80"
798,Sydney,"frankfurt,morgen,matta"
799,Melbourne,"hawthorn,train,themightyhawk,round,3,season,2019,alway,hawthorn,hfc"
800,Melbourne,"una,garda,en,paus,se,arrepient,disput,de,comer,much"
801,Perth,"the,useless,iga"
802,Brisbane,"big,boi,sloth,littl,boi,sloth,not,sure,d,now,live,twitch"
803,Perth,"main,effect,healthi,eat,sleep,kid,forc,sit,classroom,anyway"
804,Brisbane,"l,think,wrong,simon,russel,thank,invit,great"
805,Brisbane,"aha,clever,well,done"
806,Brisbane,"they,deserv,prayer,neither,i,believ,cunt"
807,Perth,"and,pancak,never,pancak,they,thought,like,crepe,realli,confus,i,made"
808,Brisbane,"good,morn,eastern,seaboard,australia,welcom,back,old,time,older"
809,Perth,"anim,yes,as,teacher,ive,realli,enough,kid,3,15"
810,Melbourne,"shorten,obvious,tougher,would,sack,peter,dutton,como,soft,chines,influenc,auspex"
811,Perth,"curtin,street,jazz,lesson,fun,gonna,look,forward,monday"
812,Melbourne,"how,increas,newstat,interest,youth,depress,mental-health,budget,2019"
813,Perth,""
814,Brisbane,"brilliant,look,enjoy,custard"
815,Melbourne,""
816,Melbourne,""
817,Brisbane,"saw,video,hassl,daughter,shit,fuck,there,liter,video,evid,dad"
818,Sydney,"ill,let,know,ive,open,mine"
819,Melbourne,""
820,Perth,""
821,Sydney,"inc,total,mai,daru,sa,silvia,nome,rosa"
822,Sydney,""
823,Perth,"generat,zero,theme,music,absolut,beauti,just,got,ps,game,music,theme,generationzero"
824,Brisbane,""
825,Sydney,"lol,comment"
826,Sydney,"start,movement,itneverhurtstoask"
827,Brisbane,"say,npc,option,end,yet"
828,Perth,"the,sky,pirat,good,togeth,could,women,tag,match,wrestlemania,nxttakeov"
829,Sydney,"cash,handout,massiv,sign,desper,lip,grab,vote,panda"
830,Melbourne,"petesmith,pleas,give,josh,allen,josh,rosen"
831,Brisbane,"poodl,stuf,tomato"
832,Sydney,"happi,new,motorbik,day,harley,time,love,hondagrom,newproject,modif"
833,Melbourne,""
834,Brisbane,"intern,photo,notre-dam,paint,hope,pictur,mani,extern,one"
835,Perth,"aviat"
836,Melbourne,"inde,love,glorious"
837,Sydney,""
838,Melbourne,"had,first,winner,flr,savvi,oak,last,night,well,done,team"
839,Perth,"ok,need,goal,win,con,free,ffs"
840,Melbourne,"long,day,earli,morn,music,student,follow,9,hour,day,job,whereismydiari,cantfeelmyfeet"
841,Melbourne,"rich"
842,Melbourne,"mas,ok,na,yan,kadi,idol,ko,si,lesli,kay,maman,headlin,mo,ay,various,artist,aha"
843,Brisbane,"l1,yep,bad,got,text,bank,broken,foot,six,week,turn"
844,Melbourne,""
845,Perth,""
846,Perth,"certain,stori,tell"
847,Sydney,"trent,our,abc,say,quit,ok,lip,govern"
848,Sydney,"no,old,one,that,work,forev,point"
849,Brisbane,"law,justic,reform,australia,govern,compens,famili,due,justic,failur,polic,co"
850,Sydney,"jog,6,km"
851,Melbourne,"sorri,boss"
852,Melbourne,"it,day,36,40,day,fast,cold,press,juic,day,come,tri,best,healthiest"
853,Sydney,"promis,manag,lesson,na,skin"
854,Brisbane,"great,meet,anzus,19,confer,brisban,excit,anzus,member,access"
855,Perth,"my,favourit,e,dig,video,sweet,rene"
856,Brisbane,"still,babe,regardless,escort"
857,Sydney,"i,stop,read,paul,crawley,rubbish,long,time,ago,put,basket,wendler,kent"
858,Brisbane,"becaus,care,vote,elect,time,nuisanc"
859,Sydney,"start,watch,chang,mind,how,despic,howtosellamassacr"
860,Sydney,"silver,line"
861,Perth,"current,weather,perth,shower,rain,256,50,humid,wind,km,pressur,101312"
862,Brisbane,"t,tango,mucha,hambro"
863,Perth,"froze,aflpiesdog"
864,Sydney,"hard,get,motiv,sure,long,govt,last,given,current,poll"
865,Melbourne,"current,watch,alien,warfar,netflix,the,glorious,return,sci,fi,b,movi"
866,Sydney,"that,hurt"
867,Sydney,"yep,total,agre"
868,Sydney,"conundrum,he,expos,mani,sensit,peopl,includ,chines,human,right,activist,no,if"
869,Perth,"hobley,30,10,tackl,tough,start,season,colt"
870,Brisbane,"how,would,suggest,i,approach,peopl,make,friend,i,get,scare,anxious,i,fake,confid"
871,Melbourne,"i,call,hypocrit,cameltoeneck"
872,Perth,"said,melbourn,2018,premier,2017,gas,richmond,sahara,biggest,flop,2019,premier,adelaid"
873,Brisbane,""
874,Brisbane,"welcom,back,australia"
875,Sydney,"i,fake,hate,crime,white,peopl,got,away,oh,wait,mywhiteprivileg,jussiesmollett"
876,Brisbane,"get,better,soon"
877,Sydney,"given,see,tweet,respons,i,caus,stir,im,think,could,great,futur"
878,Brisbane,"look,morrison,face,this,game"
879,Brisbane,"jai,19,an,mon,bac,es,mon,crush,est,en,coupl,pas,de,ventur,pas,le,permit,pas,apart,mai,je,sui,en,aust"
880,Sydney,"export,level,2014,trade,deficit,china,address,crude,pr"
881,Perth,"if,job,titl,like,research,scienc,graduat,sound,appeal,follow,us,hear,type"
882,Brisbane,"yeah,safe,assum,get,sex,pay,attitud,what,guy"
883,Melbourne,"bella,penguin,ie,prefer,40,hour,work,week,25,hour,work,week"
884,Sydney,"yah,caus,ya,know,massiv,scaffold,collaps,kill,kid,got,driver,lice"
885,Brisbane,"hey,ur,make,post,boy,u,blame,armi,defend,talk,ath"
886,Perth,"my,tweet,two,day,ago,good"
887,Perth,"unfortun"
888,Perth,"watch,one,episod"
889,Perth,"great,int"
890,Melbourne,"so,much"
891,Melbourne,"someth,someth,izzi,someth,someth,rebel,are,the,best,team,of,2019"
892,Melbourne,"zero,i,never,watch,i,gut,feel,would,putrid,howev"
893,Melbourne,""
894,Perth,"your,circl"
895,Perth,"dear,same,market,everi,game,fillthepark,everi,week,pleas,thankyou,kind,regard,all,pgc,fan"
896,Melbourne,"3,row,same,number,spanish"
897,Perth,"australia,perth,trip,travel,holiday,lal,like,like,instagood,travelgram,photo,jan,ig,australia,tbt"
898,Perth,"bring,tomorrow"
899,Melbourne,"393,we,good,last,year,though,most,success,mayb,true,end,day,still,ha"
900,Sydney,"choos,cloth,base,sole,make,feel,like,goddamn,hero,difficult,convers"
901,Melbourne,"wait"
902,Sydney,"agre,inspir,discuss,super,opportun,meet,mani,australian,american,innov,leader"
903,Brisbane,"fire"
904,Sydney,"big,thing,i,reckon,club,vote,8,team,leagu,so,4,less"
905,Brisbane,"i,hamish"
906,Melbourne,"nam,im,pretti,sure,ill,reject"
907,Sydney,"bravo,jun,stand,chines,govt,pressur,shame,georg,river,council,cave,pressur"
908,Melbourne,"i,love,dad"
909,Melbourne,"old,tactic,offens,best,defenc"
910,Brisbane,"staaaaaaaay"
911,Sydney,"im,still,blame,australian,democrat,gst"
912,Perth,"woodcock,i,prefer,miss,shit"
913,Sydney,"im,say,exact,thing,face,aesthet,similar,look,gaga,wear,jo"
914,Sydney,""
915,Perth,"weird,footi,afldeesdon"
916,Brisbane,"that,fantast,beauti,love"
917,Sydney,"aha,nice,ladi,trev"
918,Sydney,"i,still,mad,kill,mama,stark"
919,Melbourne,"it,frighten,realli,frighten"
920,Melbourne,""
921,Perth,"honest,dutton,no,way"
922,Sydney,"shanmoho"
923,Sydney,"perfect,comment"
924,Brisbane,"no,comment,pleas,tell,how,korean,japanes,chines,project,progress"
925,Perth,"befor,round,one,41,win,brownlowmed,touch,beat,eagl"
926,Sydney,"i,miss,mr,sunshin,the,univers,sydney"
927,Melbourne,"wind,25,8,km,h,e,baromet,1005,3,ha,fall,temperatur,27,4,c,rain,today,0,0,mm,humid,57"
928,Melbourne,"crack,sangioves,thank,uncledav,85,oswin,bang,rahman,victoria"
929,Sydney,"i,love,smell,flower,winter,netbal,central"
930,Brisbane,"good,luck,cut"
931,Melbourne,"share,care,theolascoagamethod,teacher"
932,Melbourne,"and,ran,away,block,bigger,troll,help,poor,babi"
933,Sydney,"even,mike,famili,like,actual,mass"
934,Brisbane,"new,feder,special,warrant,access,criptocurr,track,buyer,seller,com"
935,Sydney,"yep,sure,must"
936,Sydney,"the,highest,activ,human,attain,learn,understand,understand,free,ba"
937,Perth,""
938,Sydney,"peopl,might,like,tone,attitud,but,i,couldnt,sparki,aggress,i,dint,reason,b"
